rank,band,score,confidence,name,domain,website,seed_lead_score,GOLD_pts,TierA_pts,TierB_pts,TierC_pts,raw_before_caps,caps_applied,pre2024_basis,has_careers_page,jd_chars,public_repo,evidence,why_this_rank
135,Skip,10,Inferred,ICD Web,icdweb.eu,https://icdweb.eu/,7,10,0,0,0,10,cap_30_generalist_agency (not binding),Wayback 2023-06 snapshot exists but carried no software wording — weak +10,,0,,"Priced tiers bundle Premium SEO, Google Ads, Social Media Ads | Scrum and Kanban named, but sprint reviews not code review | Blog and about reached; no careers page exists | Hosting, domain registration and 24/7 support sold alongside dev",
136,Skip,10,Inferred,InDevLab,indevlab.com,https://indevlab.com/,7,10,0,0,0,10,"managed-support cap examined, not applied - DQ_support hits are healthcare case-study text",EXISTED_NO_SW_WORDING - archived 2022-06-01 but the snapshot did not advertise software; weak +10,,0,,"Wayback 2022 archived; snapshot lacked software wording | 13 enterprise hits: fintech, healthcare, govtech case studies | DQ_support quotes are healthcare cases, mislabelled | No careers page; no git, CI or QA prose","By far the deepest enterprise/regulated case-study list in the batch (13 hits across fintech, healthcare, govtech) but with zero Tier A/B evidence that positioning cannot score at all under the Tier C corroboration rule. The two DQ_support flags are mislabels of case-study text and were not applied."
137,Skip,10,Inferred,InteliStat Solutions,intelistat.ro,https://www.intelistat.ro/,6,10,0,0,0,10,cap_40_no_careers_blog_team (not binding),Wayback 2022-06 snapshot exists but carried no software wording — weak +10,,0,,"Archived 2022 but snapshot did not advertise software work | Custom software plus CRM/ERP and cloud per seed | Homepage and about reached; no process signals at all | No careers page, blog or team page",
138,Skip,10,Low,Inteo IT Development,inteo.ro,https://inteo.ro/,7,10,0,0,0,10,,"UNKNOWN: .ro has no RDAP at all and no Wayback snapshot exists; missing data, not a new firm; weak +10, no 45 cap",,0,,"No RDAP for .ro; no Wayback snapshot recorded | Homepage and blog reached; no engineering signals | No careers page, so no JD evidence available | Custom software, DB design and cloud builds claimed","Scores the weak pre-2024 award only because .ro age data does not exist to test; the zero elsewhere is an absent careers page, not demonstrated weak practice."
139,Skip,10,Inferred,MeshSoftware,meshsoftware.eu,https://meshsoftware.eu/,8,10,0,0,0,10,cap_30_generalist_hardware_supply_and_installations (not binding); cap_40_no_careers_blog_or_team (not binding),"MISSING: no Wayback snapshot and no RDAP record — weak +10, no cap",,0,,"Service menu includes 'Hardware Supply & Installations' (site_quotes) | 'in-house server configuration and setup' offered (site_quotes) | Homepage only reached; no careers, blog or team (crawl) | Registration J02/795/2019 shown in footer (site_quotes)","Only the homepage was reached, so this is a thin-crawl score rather than a verdict on practice. Dev is bundled with hardware supply, installation and server setup, which reads as the generalist/IT-support signature; the footer registration number J02/795/2019 hints at a 2019 incorporation but is not a dated software artefact so it cannot lift Tier GOLD past the weak +10."
140,Skip,10,Inferred,Mevoro,mevoro.com,https://mevoro.com/,8,10,0,0,0,10,"generalist-agency cap examined, not applied - branding/marketing is handed to an outside partner; cap 40 - no careers page, blog or team (not binding, raw 10)","EXISTED_NO_SW_WORDING - archived 2023-06-01 without software wording; the 'since 2012' claim has no dated artefact, so weak +10 either way",,0,,"Wayback 2023 archived; snapshot lacked software wording | 'Since 2012' claim has no dated artefact | Marketing partnered out to Blinker.rocks, not bundled | No careers page, blog or team; homepage only","The agency flag was not applied because they explicitly hand branding and marketing to an outside partner rather than bundling it - that is a focus signal, not a generalist one. The low score comes from a homepage-only crawl and a 2012 founding claim with nothing dated behind it."
141,Skip,10,Inferred,Mobile Touch,mobiletouch.eu,https://www.mobiletouch.eu/,7,10,0,0,0,10,,"UNKNOWN: no Wayback snapshot and no RDAP record; missing data, weak +10, no 45 cap",yes,1243,,"No Wayback and no RDAP record for the domain | Careers page present but 1.2k chars, no VCS/CI terms | All six target pages reached; no engineering signals | Native iOS/Android build focus only","Unlike most of this pool, evidence was actually collected (six pages including a careers page) and still showed no version control, CI or review language, so this is a weak-signal zero rather than a missing-evidence zero."
142,Skip,10,Low,mReady,mready.net,https://mready.net/en/,7,10,0,0,0,10,no careers/blog/team -> cap 40 (not binding),"DOMAIN_ONLY: registered 2011-11-07; proves name ownership only, no dated software artefact",,9,,"Domain registered 2011-11-07; no dated software artefact | Site unreachable at fetch; only homepage attempted | No careers page, blog or team page found | No VCS, CI/CD or code-review evidence anywhere","Held down by a failed fetch, not by weak practice: a 2011 domain and a mobile-development blurb, but effectively zero pages collected."
143,Skip,10,Inferred,Nevexo,nevexo.tech,https://www.nevexo.tech/,8,10,0,0,0,10,,"Domain registered 2023-09-01 (RDAP), only four months before the 2024 cut-off, and with no snapshot or dated artefact.",,0,https://github.com/nevexo-technologies,"Domain registered 2023-09-01, four months pre-cutoff (tier_gold) | 'eKYC pipeline' hit is an ML feature, not CI/CD (site_quotes.cicd) | No careers page and zero JD text (jd.has_careers_page) | Public org github.com/nevexo-technologies recorded, scores zero (public_vcs_links)","The only cicd signal describes an eKYC machine-learning pipeline built for a client, not a build pipeline, so Tier B is zero and Tier C cannot fire. Pre-2024 status rests on a domain registered barely before the cut-off, which is the weakest form of GOLD evidence in this batch."
144,Skip,10,Inferred,NEXT ID SOFTWARE SRL,nextid.ro,https://nextid.ro/ro/,8,10,0,0,0,10,cap_40_no_careers_blog_or_team (not binding),Wayback 2022-06 snapshot without software wording — weak +10,,0,,"Wayback 20220601 snapshot exists, no software wording (tier_gold) | Homepage only; no careers, blog or team (pages_reached) | No site_signals or site_quotes captured | Seed: senior engineers 20+ years, critical web/mobile/desktop apps","Scored on a homepage-only crawl, so the 10 measures data collected rather than practice. A 2022 snapshot exists but was not read as software-advertising; for a firm whose seed describes 20-year senior engineers building critical applications, that reading is worth rechecking, since PROVEN would more than double the score."
145,Skip,10,Inferred,NoError.ro,noerror.ro,https://www.noerror.ro/,6,10,0,0,0,10,"generalist-agency cap 30 - SEO/Google Ads/video is a stated service line (not binding, raw 10); -15 template shop examined, NOT applied - flagged quotes are the firm disclaiming bought templates","UNKNOWN - .ro has no RDAP at all and no Wayback snapshot; missing evidence, weak +10 and no 45 cap",,0,,"CI/CD hit is a blog repost about Rakuten and Codex | Template flag reversed: site says no bought templates, custom Next.js | Compliance hit is GDPR and Meta ad policy, not ISO | Positioned as web design, e-commerce, SEO, Google Ads, video","Two of the three positive-looking signals are false. The only CI/CD hit is scraped third-party news about Rakuten using Codex - somebody else's practice republished on their blog, not theirs. The compliance hit is a GDPR/Meta advertising-policy line, not a change-control certification. The template penalty was reversed because the flagged text is them arguing against templates. What remains is a web-design and SEO shop with no careers page."
146,Skip,10,Low,NoMoreCoffeePlease,nomorecoffeeplease.com,https://www.nomorecoffeeplease.com/,7,10,0,0,0,10,no careers/blog/team -> cap 40 (not binding),DOMAIN_ONLY: registered 2020-09-11; proves name ownership only,,104,,Domain registered 2020-09-11; ownership only | 104-char careers text; no JD signals | Homepage only reached | No blog or team page,
147,Skip,10,Inferred,Oves Enterprise,ovesenterprise.com,https://ovesenterprise.com/,8,10,0,0,0,10,"cap 40 - no careers page, blog or team (not binding, raw 10)","UNKNOWN - no Wayback snapshot and no RDAP record; missing evidence, awarded weak +10 with no cap",,0,,"No Wayback snapshot and no RDAP record | Only homepage reached; site_signals empty | Seed: senior dedicated teams, space/defence, cybersecurity","Seed describes senior dedicated engineering teams in space, defence and cybersecurity - a plausible target profile - but only the homepage was reached and no snapshot exists, so nothing corroborating could be scored. Worth a manual re-crawl before dismissing."
148,Skip,10,Inferred,PhantomTech,phantomtechind.com,https://phantomtechind.com/en,7,10,0,0,0,10,,EXISTED_NO_SW_WORDING: 2023-06-01 snapshot archived without software wording; weak +10,,0,,2023 snapshot archived; no software wording captured | Only a thin 'Process / How We Work' blurb found | Blog and about reached; no careers page | React/Next/Node and custom ERP work claimed,
149,Skip,10,Inferred,Roman Daniel-Gabriel,romandanielgabriel.ro,https://romandanielgabriel.ro/en,6,10,0,0,0,10,"generalist-agency cap 30 - SEO bundled with site delivery (not binding, raw 10); -15 template shop examined, NOT applied - flagged quote reads 'Non-template projects: bespoke apps'","UNKNOWN - .ro has no RDAP at all and no Wayback snapshot; missing evidence, weak +10 and no 45 cap",,0,https://github.com/gabrielroman13,"Solo freelancer; 9+ years claimed but no dated artefact | Public GitHub gabrielroman13 recorded; public repos score zero | Template flag reversed: quote reads 'Non-template projects: bespoke apps' | Fixed-price presentation websites from 650 EUR, SEO optimisation bundled","A one-person shop, so pull-request and code-review discipline is structurally impossible - there is no second engineer to review. The GitHub and Docker hits come from a tech-stack list, not a pipeline description, and the GitHub org is a personal public account which scores zero and points the wrong way for a codebase we would want never to have been public. The template penalty was examined and reversed: the flagged sentence is him explicitly disclaiming templates."
150,Skip,10,Inferred,Roti's Web,rotisweb.ro,https://rotisweb.ro/ro,5,10,0,0,0,10,cap_40_no_careers_blog_team (not binding),"No Wayback and .ro has no RDAP — UNKNOWN is missing data, weak +10, no cap",,0,https://github.com/Rotis-Web,"cicd flag is a tech-stack list: AWS, Docker, Nginx, Redis | Public github.com/Rotis-Web scores zero by rule | Solo web studio; no careers page, blog or team | No pipeline, review gate or quality-gate wording anywhere","Not capped at 45 despite UNKNOWN: .ro domains have no RDAP at all, so pre-2024 status is missing rather than disproven. The cicd flag is mislabelled — it is a technology list, not a pipeline, so no Tier B awarded."
151,Skip,10,Inferred,Scriptstackers,scriptstackers.com,https://scriptstackers.com/,8,10,0,0,0,10,no careers/blog/team cap 40 (non-binding at 10),"Wayback 2022-06-01 snapshot exists, but its text is lorem-ipsum plus stock team cards, so it proves a site existed, not that software shipped; downgraded to +10.",,0,,"2022 snapshot contains lorem ipsum 'Et harum quidem rerum' (tier_gold quote) | Same snapshot lists stock personas: 'Helen Kim, Web Developer, USA' | owns_product hits are OAuth/JWT/SSL blurbs, not owned products (site_quotes) | Only homepage reachable; no careers, blog or team (has_no_careers_blog_or_team)","PROVEN downgraded to +10: the 2022 snapshot quote is template placeholder copy and stock team profiles, which evidences a purchased template, not delivered software. Homepage-only site leaves nothing else to score."
152,Skip,10,Inferred,Selectsoft,selectsoft.ro,https://selectsoft.ro/,6,10,0,0,0,10,,Wayback 2020-06 snapshot exists but carried no software wording — weak +10,,0,,"Own product vendor: inventory, retail, e-Factura, SAF-T software | DQ_support hit is a Romanian client testimonial praising support | DQ_agency hit is the footer credit 'Development by INOVEO' | Blog and team reached; no careers page exists","Both DQ flags are artefacts and neither cap fires: the support hit is a customer testimonial, and the agency hit is the site's own footer credit to the studio that built their website. A real fiscal-compliance product vendor still scores 10 because the 2020 snapshot carried no software wording and there is no careers page to test."
153,Skip,10,Low,Soft Lab,soft-lab.ro,https://www.soft-lab.ro/,7,10,0,0,0,10,no careers/blog/team -> cap 40 (not binding),"UNKNOWN: .ro has no RDAP and no Wayback snapshot; missing data, weak +10, no 45 cap",,69,,"No RDAP for .ro and no Wayback snapshot | Homepage only; thin marketing copy | No careers page, blog or team page | No VCS, CI or review evidence",
154,Skip,10,Inferred,SoftXPro,softx.pro,https://softx.pro/,6,10,0,0,0,10,,Wayback 2023-06 snapshot without software wording — weak +10,yes,10469,,"cicd count 8 but quotes are Make.com and CRM sales pipelines | Open role is Business Development Partner, not engineering (jd) | Team page names 'Senior Software Developer', sprint iterations (site_quotes) | Six pages crawled including blog and team (pages_reached)","The headline cicd:8 is entirely false positives — 'pipeline' here means sales pipeline, AR aging and Make.com workflow automation, never a build pipeline, so it scores zero. The careers page exists but advertises a sales role, so 10k chars of JD produced no engineering signal. Crawl depth was good; the absence is genuine."
155,Skip,10,Low,Starbyte,starbyte.ro,https://starbyte.ro/home,7,10,0,0,0,10,no careers/blog/team -> cap 40 (not binding),"PROVEN downgraded to +10: the 2023-06-01 quote is scraped nav-menu text (Home/Services/About/Contact), not software advertising",,9,,"Wayback quote is a navigation strip, not software copy | Nav did list Case Studies, Careers, Team pre-2024 | Site unreachable at fetch; homepage only | Banking/insurance systems claimed in blurb alone",PROVEN downgraded to the weak +10 because the quoted 2023 snapshot is menu text; only the pre-2024 nav structure hints at a real portfolio behind it.
156,Skip,10,Inferred,Statescu.net,statescu.net,https://statescu.net/,6,10,0,0,0,10,"cap 30 - training/bootcamps bundled with dev (generalist signature); cap 40 - no careers page, blog or team (not binding)","DOMAIN_ONLY - statescu.net registered 2014-10-27; proves ownership of a name, not shipped software, so +10 max",,0,,"Domain registered 2014-10-27; no dated software artefact | Site: 'Razvan Statescu - Founder & Indie Hacker', solo builds | Site: 10+ developer bootcamps, hackathons, education programs | 'cicd' signals are solo stack lists, not pipelines","A one-person indie hacker rather than a firm that builds and sells software with a team, so it is out of profile regardless of score; the bootcamp/education bundle also caps it at 30. The three cicd signals are stack descriptions of solo builds, not pipeline evidence."
157,Skip,10,Inferred,tagDiv,tagdiv.com,https://tagdiv.com/,6,25,0,0,0,25,"-15 template/website-builder shop APPLIED - sells no-code WordPress themes as the product; generalist-agency cap 30 examined, NOT applied - SEO posts are their own content marketing","PROVEN - the 2023-06-01 snapshot serves their own tagDiv Composer (tdc-) product CSS, so their software was demonstrably shipping pre-2024, even though the extracted quote is stylesheet code not marketing copy",,0,,"2023 Wayback quote is their own tagDiv Composer product CSS | 'Newspaper... without any coding skills' - no-code theme product | SEO posts are own content marketing, not a service line | Owns Newspaper, Newsmag, Composer; no careers page, jd_chars 0","The gold quote is raw CSS rather than copy, which normally triggers a downgrade, but here the CSS carries their own tdc- (tagDiv Composer) prefix, so it is their product's build output being served in 2023 - stronger proof of pre-2024 software than marketing text would be, and the +25 is kept on that basis. The -15 then applies squarely: the product is WordPress themes sold on the promise of building 'without any coding skills', which is the website-builder shop the rule targets. The counter-argument, that they write the builder rather than assemble from one, is real but they sell products to a mass market rather than building software for clients, which is the wrong shape for this list. SEO hits were examined and are blog content aimed at theme buyers, not a service line, so no agency cap."
158,Skip,10,Inferred,Team Extension SA,teamextension.ro,https://teamextension.ro/,7,10,0,0,0,10,,"UNKNOWN - no Wayback snapshot and .ro is absent from RDAP entirely; weak +10, no cap at 45",,0,,"No Wayback snapshot; .ro absent from RDAP | Site: '2008 - Standardul Team Extension' founding claim | Site: Fortune 500 clients, mission-critical software projects | No careers page; blog reached, no engineering prose","The missing .ro domain age costs it nothing in practice - its own site claims 2008, and a founding claim is worth only the weak +10 anyway. An independent nearshore provider with Fortune 500 clients, so not a captive delivery centre; it simply publishes no careers page and no engineering prose."
159,Skip,10,Inferred,Tecknoworks,tecknoworks.com,https://tecknoworks.com/,8,10,0,0,0,10,,"Domain registered 2014-01-18 (RDAP); long ownership but no dated build artefact or pre-2024 snapshot, so weak +10.",yes,12921,,"Domain held since 2014-01-18, no dated artefact (tier_gold) | 12.9k-char careers page yielded no VCS or review keywords (jd) | 'Fragmented pipelines' refers to client data warehouses (site_quotes.cicd) | Fortune 500 clients claimed on homepage (site_quotes.enterprise)","Scores far below what its Fortune 500 and Azure positioning would suggest. A 12,921-character careers corpus was collected and contained no Git, CI/CD, review or repo-host wording, so Tier A and Tier B both zero; Tier C then cannot fire for want of Tier A/B corroboration. Its 'Assessment to Production in 60-90 Days' line was judged an enterprise delivery claim, not an MVP-in-X-days template pitch, so the -15 was not applied."
160,Skip,10,Inferred,The Niche Society,thenichesociety.ro,https://thenichesociety.ro/,6,10,0,0,0,10,"generalist-agency cap 30 - SEO/Ads/social is a stated service line (not binding, raw 10)","UNKNOWN - .ro has no RDAP at all and no Wayback snapshot; missing evidence, weak +10 and no 45 cap",yes,25467,,"Careers page 25,467 chars yet zero Git/CI/review signals extracted | Sells SEO, Google Ads, TikTok/Instagram management alongside web development | No Wayback snapshot and no RDAP for .ro domain | FAQ lists full digital-marketing menu as core offering","This is one of only three firms in the batch that does have a careers page, and it is a substantial one at 25,467 characters - yet not a single version-control, pipeline or review phrase was extracted from it. That is negative evidence rather than absent evidence, and it separates this firm from the ones scoring 10 purely for having no careers page at all. The DQ hits are also genuine service lines, not scraped nav text."
161,Skip,10,Inferred,Uptalen,uptalen.com,https://www.uptalen.com/,5,10,0,0,0,10,,"Wayback 2020-06 snapshot, existed but no software wording — weak +10",,0,,"Seed: staffing agency supplying freelance developers, not building software | Site 'cicd' hits are blog SEO on hiring pipelines | Site 'vcs' hit describes the client's GitHub org, not theirs | No careers page; all quotes from marketing blog posts",
162,Skip,10,Inferred,Utopian Vision SRL,utopianvision.ro,https://utopianvision.ro/,6,10,0,0,0,10,,EXISTED_NO_SW_WORDING: 2023-06-01 snapshot archived without software wording; weak +10,yes,7499,,"7.5k-char careers page names no Git, CI or review | All six target pages reached, including team | 2023 snapshot archived without software wording | PHP/MariaDB/JS platforms and server configuration work","Not a collection gap: a 7.5k-character careers page was read in full and contains no version-control, CI/CD or code-review language at all, so the low score reflects the JD's actual content."
163,Skip,10,Inferred,Vectoora,vectoora.com,https://www.vectoora.com/,5,10,0,0,0,10,"-15 template shop examined, NOT applied - single ambiguous 'readymade' phrase, custom work evidenced elsewhere; generalist-agency cap 30 examined, NOT applied - branding/design is not the SEO/PPC/SMM bundle","UNKNOWN - no Wayback snapshot and no RDAP record; treated as missing evidence, weak +10 and no 45 cap",,0,,"'We build readymade websites' - their own homepage self-description | Only CI/CD hit is one 2025 marketing blog post | Branding-led: visual identity, 3D, personal-trainer website case study | No Wayback, no RDAP, no careers page, jd_chars 0","The lone engineering-looking signal is a Feb 2025 blog post titled 'What a Modern Software Development Process Looks Like in 2025'. Judged on substance it is content marketing from a branding studio whose other posts are about branding, not an engineering blog describing their own review or delivery workflow, so the +20 was withheld. The 'readymade websites' phrase was weighed for the -15 penalty and left unapplied - it is one ambiguous translation against evidenced custom platform work. Tier C did not fire: only the process page holds up, the 'enterprise' hit is an industry list of clinics and wellness brands."
164,Skip,10,Inferred,Webchain SRL,webchain.ro,https://webchain.ro/,8,10,0,0,0,10,,"MISSING: .ro absent from RDAP, no Wayback snapshot — weak +10, no cap",yes,6107,,"Careers page 6107 chars with zero Git/CI/review signals (jd) | Site: 'Agile, Scrum, and Waterfall' methodologies named (site_quotes) | Blog posts are SaaS/AI explainers, not code-review or CI/CD | Six pages crawled: careers, blog, about, team, tech-stack","Unusually complete crawl for this pool — careers, blog, team and tech-stack all reached — and still no engineering-process evidence, so the low score reflects thin practice signals rather than missing pages. The blog exists but covers SaaS and AI topics, missing the code-review/CI-CD subject matter Tier A requires. Methodology name-dropping alone cannot fire Tier C without Tier A/B corroboration."
165,Skip,10,Inferred,Xentient Labs,xentient.io,https://xentient.io/,8,10,0,0,0,10,"cap 40 - no careers page, blog or team (not binding, raw 10)","UNKNOWN - no Wayback snapshot and no RDAP record; treated as missing evidence (+10), no cap at 45",,0,https://github.com/Xentient-Labs,"No Wayback snapshot; .io domain had no RDAP record | Footer GitHub org github.com/Xentient-Labs recorded, scores zero | Nav shows Careers but no JD text collected | Site copyright 2025; only homepage reached","An OT/IT industrial software firm whose only crawled page was the homepage; the nav advertises Careers but no JD text was captured, and its GitHub org now scores zero. The 10 is an evidence vacuum, not a negative read."
166,Skip,10,Low,Zincoo Digital Studio,zincoo.com,https://zincoo.com/,7,10,0,0,0,10,no careers/blog/team -> cap 40 (not binding),EXISTED_NO_SW_WORDING: 2023-06-01 snapshot archived without software wording; weak +10,,9,,2023 snapshot archived; no software wording captured | Homepage only; 9-char careers text | React Native and SaaS platform claims unevidenced | No blog or team page,
167,Skip,0,Inferred,BruteCX,brutecx.com,https://brutecx.com/,8,0,0,0,0,0,red_flag_2024_plus_cap_45,"RED_FLAG — domain first registered 2025-12-14, evidence against pre-2024 build",yes,4810,,"RDAP: domain first registered 2025-12-14, months old | Site 'cicd' hit is cash-collection pipeline, not build pipeline | Site: service menu only, no delivery process described | Careers and blog pages exist but carry no engineering signals",
168,Skip,0,Inferred,Cramba App Studio,cramba.ro,https://cramba.ro/en,6,10,0,0,0,10,template_prototype_shop_minus_15 (applied); cap_40_no_careers_blog_team (not binding),"No Wayback and .ro has no RDAP — UNKNOWN is missing data, weak +10, no cap",,0,,"Takes over Lovable, v0, Bolt and ChatGPT prototypes | Also productionises Figma designs and website templates | One-person studio; no careers page, blog or team | No Git, review, CI/CD or QA wording anywhere","The template/prototype penalty is not incidental here: the stated business is taking AI-generated prototypes from Lovable, v0 and ChatGPT to production, which is precisely the machine-authored codebase this rubric exists to avoid buying. Minus 15 against a weak +10 floors the score."
169,Skip,0,Inferred,Technical Inside,technicalinside.com,https://technicalinside.com/,8,0,0,0,0,0,cap_45_no_pre2024_red_flag_2026_domain (not binding),"RDAP: domain first registered 2026-07-21 — weeks old, hard evidence against",yes,12670,https://github.com/Pandaismyname1; https://github.com/qxZap;,"RDAP registration 2026-07-21 (tier_gold_evidence) | Four GitHub links are founders' personal accounts, not company org | cicd hits are PLC/SCADA data pipelines, not build pipelines | Site: 'A small founding team of co-founders, working directly'","Zero despite the most technical-looking surface in the batch, and the numbers alone would not show why. The domain was registered weeks ago, so the pre-2024 gate fails outright — any codebase here is post-LLM-era by construction, which is precisely what the gate exists to exclude. The four GitHub links are founders' personal handles (qxZap, LeonixRS), not a company org, and score zero under the revised rubric anyway; the cicd signal is industrial PLC/SCADA data plumbing, not CI. Nothing here is recoverable by a re-crawl."
170,Skip,0,Inferred,VB Digital Architects,vbdigitalarchitects.com,https://vbdigitalarchitects.com/,8,0,0,0,0,0,cap_45_no_pre2024_red_flag_2025_domain (not binding); cap_40_no_careers_blog_or_team (not binding),"RDAP: .com first registered 2025-01-05 — red flag, evidence against pre-2024",,364,,"RDAP registration 2025-01-05 (tier_gold_evidence) | Homepage only; no careers, blog or team page | No site_signals or quotes captured | Seed: consultancy founded by one senior engineer/architect",
