band,score,confidence,name,city,domain,website,headcount,founder_or_ceo,title,linkedin,founder_confidence,pre2024_status,tier_gold_pts,tier_a_pts,tier_b_pts,tier_c_pts,caps_applied,own_vcs_org,merged_prs,human_authors,first_merge,pages_reached,why,evidence,founder_evidence
Skip,10,Inferred,Crushaders Tech Solution LLP,Bhubaneswar,crushaderstech.com,https://crushaderstech.com/,,Amit Prakash Nayak,Co-founder & CEO,https://www.linkedin.com/in/amit-prakash-nayak,high,"Site live since 2014; 2023 capture readable, no software language",10,0,0,0,generalist-agency cap 30 (non-binding); Tier C void: no Tier A/B corroboration,,,,,"/, careers, blog, about, team","This is a digital marketing agency with website work attached, so the generalist-agency signature applies and there is no engineering evidence to cap.","'Best Rated Digital Marketing Company in Bhubaneswar' | SEO, digital branding, AI-enabled marketing service lines | 65 generalist-agency hits versus zero CI/CD or QA | Industry breadth listed; breadth scores nothing","Team section: ""Amit Prakash Nayak Co-founder & CEO"" beside his LinkedIn"
Skip,10,Inferred,DataQ Technology,Jaipur,dataqtec.com,https://www.dataqtec.com,,,,,,Archived pre-2024 but snapshot did not mention building software,10,0,0,0,no careers AND no blog AND no team cap 40; Tier C void: no Tier A/B corroboration,,,,,/,"A single product claim on a one-page site with no corroborating engineering signal, so Skip.","Homepage claims AI software for banking, insurance, telecom | Only homepage reached; careers, blog, team all absent | No CI/CD, QA, compliance or code-review excerpts | No VCS org, no OSS packages on domain",
Skip,10,Inferred,Dimensions Cybertech (India) Private Limited,Thiruvananthapuram,dimensionslive.com,http://dimensionslive.com/,,,,,low,Archived pre-2024 but snapshot did not mention building software,10,0,0,0,,,,,,"/, team","No engineering signal of any kind and no pre-2024 software evidence, so deprioritize.","Only homepage and team pages reached; careers and blog absent | signal_counts and evidence_excerpts both empty | No VCS org, no OSS packages on domain | Pre-2023 snapshot showed no software development content",Product module page only; no people named
Skip,10,Inferred,"Infoparks, Kerala",Ernakulam,infopark.in,https://infopark.in/,,,,,low,"Site live since 2008; 2023 capture readable, no software language",10,0,0,0,cap-45 NOT applied: 2023 artefact exists,,,,,"/, careers, about, team",A state IT-park landlord rather than a development firm; pre-2024 existence is confirmed but there is no software engineering to score.,"Wayback first snapshot 2008; 2023 capture readable | Government IT park operator, not a software firm | Four pages reached, zero engineering signals extracted | No VCS org, blog, CI/CD or QA evidence",Overview of the IT park; team page text captured no names
Skip,10,Inferred,Lulu Tech Park Private Limited,Kochi,lulutechpark.com,https://lulutechpark.com/,,Yusuff Ali M.A,"Chairman & Managing Director, Lulu Group",,medium,"Site live since 2017; 2023 capture readable, no software language",10,0,0,0,cap-45 NOT applied: 2023 artefact exists,,,,,"/, careers, about",Real-estate operator of an IT park; pre-2024 existence is confirmed but no software is built here.,"Wayback first snapshot 2017; 2023 capture readable | Commercial tech-park landlord, not a development firm | Homepage, careers and about reached; no engineering signals | No VCS org, blog, CI/CD or QA evidence","'Yusuff Ali M.A Chairman & Managing Director, Lulu Group'; promoter of Lulu IT Parks"
Skip,10,Inferred,Naviga Technology Solutions Private Limited,Gautam Buddha Nagar,navigaglobal.com,https://www.navigaglobal.com/,,Scott Roessler,Chief Executive Officer,https://www.linkedin.com/in/scott-e-roessler,high,Weak: pre-2020 archive did not mention building software,10,0,0,0,,,,,,"/, careers, blog, about, team","A product platform is claimed, but the site yields no code, careers or process evidence, so the platform claim stays uncorroborated.","About: platform spanning content lifecycle, ten strategic acquisitions | Blog is publishing and audience commentary, not engineering | Careers page shows US benefits copy, no engineering JD detail | No VCS org, no OSS packages on own domain",'Scott Roessler Chief Executive Officer ... is the CEO of Naviga'
Skip,10,Inferred,Nextgen Screening Private Limited,Gautam Buddha Nagar,nextgenscreening.com,https://www.nextgenscreening.com/,,,,,,Unresolved: 2021 capture exists but not fetchable,10,0,0,0,"cap-45 NOT applied: lookup unresolved, not absent; cap-40 lifted: team page recovered",,,,,/,"GOLD stays at the weak inferred level because the lookup is unresolved rather than negative, and there is no other engineering evidence on the two reachable pages.","One pre-2024 capture exists but unfetchable | Wayback first snapshot 2021 | Homepage and team reached; zero signal counts | No VCS org, blog, CI/CD or QA evidence",
Skip,,,Algorithms Software Pvt Ltd,,algosoftware.com,http://www.algosoftware.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,Almamate Info Tech Pvt Ltd,,almamate.in,http://www.almamate.in,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,ANKO GCC (India) Private Limited,,ankogcc.com,https://ankogcc.com/,,,,,,site unreachable,,,,,,,,,,,website unreachable (HTTPError) — not scored,,
Skip,0,Inferred,Ashley Furniture India Private Limited,Chennai,ashleyfurnitureindia.com,https://ashleyfurnitureindia.com/gcc,17019,,,,,None - no wayback capture at all for the domain,0,0,0,0,no careers/blog/team cap 40; no pre-2024 evidence cap 45,,,,,/,Furniture GCC landing page with no archive history and no engineering content of any kind.,lookup_note: no wayback capture at all | Only /gcc homepage reachable; five pages absent | signal_counts and evidence_excerpts both empty | own_vcs_orgs empty; no npm packages found,
Skip,,,ATC India Infrastructure Private Limited,,americantower.com,https://www.americantower.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (HTTPError) — not scored,,
Skip,0,Inferred,Bestfit Business Solutions Pvt Ltd,Mumbai,bestfitsolutions.co.in,http://www.bestfitsolutions.co.in,,,,,,Not evidenced - pre-2024 snapshot did not mention software,0,0,0,0,no careers/blog/team cap 40; no pre-2024 software evidence cap 45,,,,,/,One-page brochure site with no engineering content whatsoever.,Only homepage reachable; five other pages absent | signal_counts empty across every family | lookup_note: archived pre-2024 but no software mention | own_vcs_orgs empty; no npm packages found,
Skip,,,Bits In Glass India Private Limited,,bitsinglass.com,https://bitsinglass.com/,,,,,,site unreachable,,,,,,,,,,,website unreachable (HTTPError) — not scored,,
Skip,,,Blue Yonder India Private Limited,,manu.com,http://www.manu.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,CI Global Technologies Pvt Ltd,,ciindia.com,http://www.ciindia.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,Colgate Global Business Services Pvt Ltd,,colgateinvestors.co.in,https://www.colgateinvestors.co.in/,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,Cummins Technologies India Private Limited,,cumminsindia.com,https://cumminsindia.com/,,,,,,site unreachable,,,,,,,,,,,website unreachable (HTTPError) — not scored,,
Skip,,,DeepHealth Technologies Private Limited,,deephealth.com,https://deephealth.com/,,,,,,site unreachable,,,,,,,,,,,website unreachable (HTTPError) — not scored,,
Skip,,,Diebold Nixdorf India Private Limited,,dieboldnixdorf.com,https://www.dieboldnixdorf.com/en-us,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,Eaton India Innovation Center LLP,,eaton.com,https://www.eaton.com/in/en-us.html,,,,,,site unreachable,,,,,,,,,,,website unreachable (timeout) — not scored,,
Skip,,,EmbarkGCC Services Private Limited,,embarkgcc.com,https://embarkgcc.com/,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,ExoGenesis Solutions Private Limited,,exogenesis.solutions.com,https://www.exogenesis.solutions.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,Ford Motor Pvt Ltd,,india.ford.com,http://www.india.ford.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (HTTPError) — not scored,,
Skip,,,Gamut Infosystems Ltd,,gamutinfosystems.com,http://www.gamutinfosystems.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,0,Inferred,GTMVantage Technologies Private Limited,Greater Noida,gtmvantage.com,https://gtmvantage.com/,,,,,low,"RED FLAG: domain first archived 2025-01-10, evidence against pre-2024 work",0,0,0,0,no careers/blog/team cap 40; tier GOLD cap 45,,,,,/,"Post-2024 domain with no engineering evidence at all, exactly the profile the Tier GOLD gate exists to exclude.","Wayback first snapshot 2025-01-10, post-2024 domain | Only homepage reachable; no careers, blog, team | signal_counts empty: no signal family detected | own_vcs_orgs empty; no npm packages on domain",Only repeated tagline 'GTMVantage - AI-Powered GTM Intelligence'
Skip,,,HSBC Software Development (India) Pvt Ltd,,hsbcsoftwaredevelopment.com,http://www.hsbcsoftwaredevelopment.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,0,Inferred,iamneo Edutech Private Limited,Coimbatore,iamneo.ai,https://iamneo.ai/,,TP Senthil kumar,Founder and CEO,,high,"Unknown: wayback lookup failed, no dated artefact",0,0,0,0,training-centric business cap 30; no pre-2024 software evidence cap 45,,,,,"/, careers, blog, about",A real SaaS product exists but the failed wayback lookup left no dated pre-2024 artefact and no Tier A/B signal to corroborate it.,"Wayback CDX lookup failed — missing evidence, not proof of newness | Homepage: NeoPAT placement SaaS, AWS Edstart (owns_product) | Seven training/placement excerpts dominate positioning (DQ_training) | Careers and blog reached; no code-review or CI content","""From the CEO's desk ... TP Senthil kumar Founder and CEO"""
Skip,0,Inferred,India Land Tech Park Private Limited,Coimbatore,indialand.net,https://indialand.net/,,Jaynit Raheja,Managing Director,https://www.linkedin.com/in/jaynit-raheja-680a6841,high,"Pre-2024 site, no software mention",0,0,0,0,no pre-2024 software evidence cap 45,,,,,"/, careers, blog, about, team","A commercial tech-park landlord, not an engineering firm; no software signal anywhere in the bundle.","Pre-2023 snapshot did not mention building software (wayback) | Only signal is a tenant testimonial (enterprise excerpt) | Business is tech-park real estate, not software | No VCS org or npm packages found",'Jaynit Raheja Managing Director' on Our Team page; profile context 'Managing Director'
Skip,0,Inferred,Intact Business Services Private Limited,Gurugram,intactinsurance.co.uk,https://www.intactinsurance.co.uk/,,Ken Norgrove,Chief Executive Officer,,medium,"Pre-2024 site, insurer not software",0,0,0,0,no pre-2024 software evidence cap 45,,,,,"/, careers, blog, about, team, tech-stack","The scraped domain is a UK insurance carrier, not the Gurugram tech entity, and shows no engineering evidence.","Domain resolves to Intact Insurance UK, an FCA-regulated insurer | 100 enterprise hits are regulatory footer boilerplate | Pre-2023 snapshot without software mention (wayback) | All six pages reached; no engineering content at all","""Ken Norgrove is the Chief Executive Officer of Intact Insurance, UK and International"""
Skip,0,Inferred,IT Infrastructure Park Private Limited,Noida,crcgroup.in,https://www.crcgroup.in/,,,,,low,Pre-2024 snapshot is real-estate portfolio,0,0,0,0,no pre-2024 software evidence cap 45,,,,,"/, careers, blog, about, team","The pre-2024 flag fires on a real-estate project portfolio, not software; this is a property developer.","Snapshot quote is a housing portfolio: 'Happy Homes', 'Sublimis' | Director bio covers leasing and growth, not engineering | Real-estate developer despite the 'IT Park' company name | No VCS org or npm packages found","""The base of CRC was oriented by the Managing Director Mr."" - name truncated"
Skip,0,Inferred,Jones Lang LaSalle Property Consultants (India) Private Limited,New Delhi,jll.co.in,https://www.jll.com/en-in/,,,,,low,Pre-2024 snapshot is real-estate services,0,0,0,0,no pre-2024 software evidence cap 45,,,,,"/, careers, blog, about, team, tech-stack","Property consultancy; the pre-2024 hit describes real-estate services, and six fetched pages produced no engineering signal.","All six pages reached, zero signal excerpts extracted | 2023 snapshot quote is tenant representation and portfolio management | Real-estate services firm, not a software vendor | No VCS org or OSS packages found","Service/marketing pages only; leadership page not scraped, no names"
Skip,0,Inferred,Kenvue Solutions India Private Limited,Bengaluru,kenvue.com,https://www.kenvue.com/,,Kirk Perry,Chief Executive Officer,,medium,Pre-2024 snapshot is consumer products,0,0,0,0,no pre-2024 software evidence cap 45,,,,,"/, careers, about","Consumer-health manufacturer; the pre-2024 'product' evidence is physical goods, and no engineering signal exists.","2023 snapshot quote is about consumer-product safety testing | Careers copy is generic 'agile, dedicated teams' | Consumer-health company, not a software vendor | No VCS org; blog and team pages absent","Board list reads ""Kirk Perry Chief Executive Officer Director"""
Skip,,,Meta Cognitive Technologies Private Limited,,metacognitive.co.in,https://metacognitive.co.in/web/,,,,,,site unreachable,,,,,,,,,,,website unreachable (HTTPError) — not scored,,
Skip,,,Modak Analytics LLP,,modakanalytics.com,http://www.modakanalytics.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,NetEdge Computing Global Services Pvt Ltd,,netedgecomputing.com,http://www.netedgecomputing.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,Nexval Infotech Private Limited,,nexval.com,http://www.nexval.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,Noventiq Global AI Solutions Private Limited,,g7cr.com,http://www.g7cr.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,0,Inferred,Outscalepartners India Private Limited,Gurugram,outscalepartners.com,https://outscalepartners.com/,,Frank A Argenbright Jr.,Executive Chairman & Founder of the Argenbright Group,,medium,RED FLAG: domain first archived April 2026,0,0,0,0,"Tier GOLD cap 45 (2026 first archive, RED FLAG)",,,,,"/, careers, blog, about, team, tech-stack",Brand-new domain with a full page set that carries no engineering signal whatsoever.,"Wayback first snapshot 20260411, lookup note flags RED FLAG | All six pages reached yet zero signal counts recorded | No own VCS org, no npm packages, no external blogs | No CI/CD, code-review, QA or product evidence anywhere","""Our founding chairman, Frank Argenbright""; leadership card lists him first"
Skip,,,ProductDossier Solutions (India) Private Limited,,productdossier.com,http://www.productdossier.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,PurpleLabs Search Private Limited,,purplequarter.com,https://purplequarter.com/,,,,,,site unreachable,,,,,,,,,,,website unreachable (HTTPError) — not scored,,
Skip,,,Qualifyde Technologies Private Limited,,qualifyde.com,https://qualifyde.com/,,,,,,site unreachable,,,,,,,,,,,website unreachable (timeout) — not scored,,
Skip,,,Sarvagram Solutions Private Limited,,sarvagram.com,http://www.sarvagram.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (HTTPError) — not scored,,
Skip,,,Sopra Steria India Limited,,in.sopragroup.com,http://www.in.sopragroup.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,Taurusquest Global Services Pvt Ltd,,taurusquest.com,http://www.taurusquest.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (HTTPError) — not scored,,
Skip,,,UBS Business Solutions (India) Private Limited,,ubs.com,http://www.ubs.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (HTTPError) — not scored,,
Skip,,,Wipfli India LLP,,spiderlogic.com,http://www.spiderlogic.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (HTTPError) — not scored,,
Skip,,,Zifo Technologies Pvt Ltd,,zifotech.com,http://www.zifotech.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,0,Inferred,Codeguardian Tech International Private Limited,Gautam Buddha Nagar,codeguardian.ai,https://www.codeguardian.ai,,,,,,RED FLAG: domain first archived 2024-03-20,0,0,0,0,no pre-2024 evidence cap 45,,,,,"/, blog","Post-2024 domain with template-style testimonials and no engineering artefacts, exactly the profile the GOLD gate exists to exclude.","Wayback first snapshot 2024-03-20, after the pre-2024 cutoff | Testimonials read as placeholders: 'Jane Smith, Healthcare Solutions Inc.' | Compliance list is an audit questionnaire, not own certification | No careers, about or team page; no VCS org",
Skip,,,Excelize AI Private Limited,,excelize.ai,https://excelize.ai/#,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,Freelanceteams Private Limited,,crystalpm.ai,https://www.crystalpm.ai,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,,,Good Methods Software Solutions Pvt Ltd,,goodmethodsglobal.com,http://www.goodmethodsglobal.com,,,,,,site unreachable,,,,,,,,,,,website unreachable (URLError) — not scored,,
Skip,0,Inferred,QuasarCyberTech Private Limited,Nashik,quasarcybertech.com,https://quasarcybertech.com,,Kishor Sonawane,Founder,https://www.linkedin.com/in/kishor-s-9405127,high,RED FLAG: domain first archived September 2024,0,0,0,0,Tier GOLD cap 45 (no pre-2024 evidence),,,,,"/, careers, blog, about, team, tech-stack","A security-audit consultancy whose domain first appears in late 2024, which is evidence against pre-2024 build activity rather than neutral.","Wayback: first snapshot 20240913, no earlier capture | Offering is pentest, CSPM and compliance audit, not software construction | ISO 27001/SOC2 named as client services, not own certification | No VCS org, no OSS, no engineering blog posts","'QuasarCyberTech was founded by Kishor Sonawane, a cybersecurity leader'"
