band,score,REJECTION REASON,name,city,domain,website,confidence,raw_before_caps,caps_applied,GOLD_pre2024_pts,pre2024_evidence,TierA_pts,TierA_what,TierB_pts,TierC_pts,pages_reached,pages_missing,repo,merged_PRs,PR_authors,repo_since,founder,founder_title,founder_linkedin,founder_confidence,scoring_evidence,why
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Sesame Group India Private Limited,Gurugram,sbg.co.uk,https://www.sbg.co.uk/,Inferred,10,,10,"site live since 1999, 2023 capture had no software wording - weak +10",0,,0,0,"/, careers, about","blog, team, tech-stack",,,,,Richard Harrison,Chief Executive Officer (CEO),,high,"Mortgage, protection and insurance adviser support network | Products are advisory services, not software | Careers and about reached; no engineering roles | No repo, CI/CD, QA or code-review signal",A financial-services support network rather than a software builder; nothing above the weak GOLD floor is evidenced.
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,SHRM East Private Limited,Gurugram,shrmindia.org,https://www.shrm.org/?loc=india,Inferred,10,,10,"site live since 2007, 2014 capture had no software wording - weak +10",0,,0,0,"/, careers, blog, about","team, tech-stack",,,,,"Johnny Taylor, Jr.",President and Chief Executive Officer,,medium,"HR membership body: conferences, chapters, certifications | Templates are job descriptions, not website templates | Careers, blog and about reached; no engineering content | No repo, CI/CD, QA or code-review signal","HR membership and content business with no software-engineering function evidenced, so no cap is even engaged at this score."
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Sirius Info Services Private Limited,Hyderabad,siriusinfos.com,https://www.siriusinfos.com/,Inferred,10,,10,"site live since 2014, 2023 capture had no software wording - weak +10",0,,0,0,"/, careers, blog, about","team, tech-stack",,,,,,,,,"Careers, blog and about reached but yielded no signals | Zero extracted signal counts across all categories | No repo, CI/CD, QA or certification evidence | Site content too thin to judge substance",Four pages were reached and produced no scoreable engineering evidence of any tier.
Skip,10,LOW SCORE (10) and capped by: template/website-builder shop -15; hosting plus web dev - generalist cap 30 (not binding),Strad Hosting & Development LLP,Mumbai,stradsolutions.com,https://stradsolutions.com/,Inferred,25,template/website-builder shop -15; hosting plus web dev - generalist cap 30 (not binding),25,"Verified pre-2024 site, though it evidences hosting more than software builds",0,,0,0,"/, blog","careers, about, team, tech-stack",,,,,,,,,"2022 Wayback: web-hosting principles, free server setup | Footer: 'Powered by MyWiki WordPress Theme' | Only homepage and blog reachable; no careers or team | No CI/CD, QA, repo or JD evidence anywhere",WordPress-themed hosting and web shop with no engineering-process signal.
Skip,10,LOW SCORE (10) and capped by: no careers/blog/team cap 40 (not binding),Swiggy Limited,Bengaluru,swiggy.com,https://www.swiggy.com/,Inferred,10,no careers/blog/team cap 40 (not binding),10,"domain captured since 2004, 2023 capture had no software wording - weak +10",0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"Only the JavaScript homepage was reachable | No careers, blog, about or team page recovered | No signals extracted in any category | Absence of signal here is a crawl limit, not proof","The app shell blocked every off-homepage page, so the score reflects missing evidence rather than a judgement on the company."
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,T-Systems Information and Communication Technology India Private Limited,Pune,t-systems.com,https://www.t-systems.com/de/en,Inferred,10,,10,"site live since 1998, 2019 capture had no software wording - weak +10",0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,"All six pages reached; content is cloud and industry marketing | 'Agile manner' in careers copy, no process or tooling | Health content management software cited as partner capability | No repo, named CI/CD tooling, QA or certification signal","A large IT-services group whose public pages carry only marketing-level agile language, leaving no Tier A/B evidence to corroborate its positioning."
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Telemune Software Solutions Private Limited,Delhi,telemune.com,https://www.telemune.com/,Inferred,10,,10,"site live since 2003, 2023 capture had no software wording - weak +10",0,,0,0,"/, team","careers, blog, about, tech-stack",,,,,,,,,"Only homepage and team page reached | Sole signal is a culture line about being open | No careers JD, blog or tech-stack page | No repo, CI/CD, QA or certification evidence","A telecom software vendor of long standing, but the reachable pages expose no engineering-process evidence at all."
Skip,10,LOW SCORE (10) and capped by: Tier GOLD cap 45 - no verified pre-2024 software evidence (not binding),Trassir Sentinel Private Limited,Navi Mumbai,trassir.com,https://trassir.com/,Inferred,10,Tier GOLD cap 45 - no verified pre-2024 software evidence (not binding),10,Weak - claims 'since 2002' but the pre-2024 snapshot showed no software,0,,0,0,"/, careers, about","blog, team, tech-stack",,,,,,,,low,"Site: 'Since 2002 ... professional CCTV surveillance software' | Nav lists own VMS, CMS, PSIM and ACS products | Blog, team and tech-stack pages absent | No CI/CD, QA, repo or JD evidence","Long-lived surveillance software vendor, but nothing corroborates engineering process so Tier C cannot fire."
Skip,10,LOW SCORE (10) and capped by: cap-45 NOT applied: dated pre-2024 artefact exists,UTI Infrastructure Technology and Services Limited,Navi Mumbai,utiitsl.com,https://www.utiitsl.com/,Inferred,10,cap-45 NOT applied: dated pre-2024 artefact exists,10,"Site live since 2010; 2023 capture readable, no software language",0,,0,0,"/, careers","blog, about, team, tech-stack",,,,,,,,,"Wayback first snapshot 2010, 2023 capture readable | Homepage and careers reached; zero engineering signals | Registrar/records-processing services, not software delivery | No VCS org, no blog, no CI/CD language","Pre-2024 existence is now proven so the GOLD cap is lifted, but the site carries no engineering-maturity evidence of any kind."
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Vivicta Private Limited,Pune,vivicta.com,https://www.vivicta.com/en/,Inferred,10,,10,Archived pre-2024 but snapshot did not mention building software,0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,,,,low,"Blog posts bylined and dated, but on employee experience, AI | 'qa' hits are blog headlines, not a testing practice | Careers and team pages reached; no code-review or Git language | No VCS org, no OSS packages on domain","Consultancy-flavoured content with no dated software artefact and no process evidence, so it cannot clear the GOLD gate or Tier B."
Skip,10,LOW SCORE (10) and capped by: cap-45 NOT applied: 2023 artefact exists; cap-40 lifted: careers+blog+team recovered,Weir Minerals (India) Private Limited,Bengaluru,global.weir,https://www.global.weir/,Inferred,10,cap-45 NOT applied: 2023 artefact exists; cap-40 lifted: careers+blog+team recovered,10,"Site live since 2016; 2023 capture readable, no software language",0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"Wayback since 2016; 2023 capture has no software pitch | Mining equipment manufacturer, not an IT services firm | No VCS org, no CI/CD, no QA signals | Careers/blog/team recovered but contain no engineering evidence","Both caps are lifted by the repairs, but this is a mining-equipment maker with no software-engineering evidence anywhere on the site."
Skip,10,LOW SCORE (10) and capped by: no careers AND no blog AND no team - cap 40 (non-binding); training-institute domain,AB Information Technology Solutions Private Limited,Bhubaneswar,sophitoriumsgi.org,https://sophitoriumsgi.org/missionVision.html,Inferred,10,no careers AND no blog AND no team - cap 40 (non-binding); training-institute domain,10,"Site live since 2020; 2022 capture readable, no software language",0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"Only homepage reachable; no careers, blog or team | Domain is an education/training institute site | Single decorative line: 'translating technologies into Agile solutions' | No VCS org, CI/CD, QA or compliance evidence",Pre-2024 existence is confirmed but the property is a training-institute site with one decorative agile claim and no engineering evidence.
Skip,10,LOW SCORE (10) and capped by: Tier C void: no Tier A/B corroboration,AquilaClouds India Private Limited,Dehradun,aquilaclouds.com,https://www.aquilaclouds.com/,Inferred,10,Tier C void: no Tier A/B corroboration,10,Archived pre-2024 but snapshot did not mention building software,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,Suchit Kaura,CEO and Co-Founder,https://www.linkedin.com/in/suchit-kaura-9987771,high,"Team page names CTO, CPO and VP of Engineering | Owns AI cloud cost optimization platform for MSPs | Kubernetes/multi-cloud mentions describe the product, not internal practice | All pages reached yet no code review, CI/CD or repo","A real FinOps product startup with named engineering leadership, but no pre-2024 software artefact and no process evidence, so it fails the GOLD gate."
Skip,10,LOW SCORE (10) and capped by: no careers AND no blog AND no team - cap 40 (non-binding); cap-45 NOT applied: 2023 artefact exists,Caparizon Software Private Limited,Kochi,itflux.com,http://www.itflux.com,Inferred,10,no careers AND no blog AND no team - cap 40 (non-binding); cap-45 NOT applied: 2023 artefact exists,10,"Site live since 2003; 2023 capture readable, no software language",0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"Wayback first snapshot 2003; 2023 capture readable | Only homepage reachable, no careers/blog/team | Zero signal counts, zero evidence excerpts | No VCS org or published packages","Long-lived domain confirms pre-2024 existence, but a single reachable page with no extractable engineering signal leaves nothing to score."
Skip,10,LOW SCORE (10) and capped by: generalist-agency cap 30 (non-binding); Tier C void: no Tier A/B corroboration,Crushaders Tech Solution LLP,Bhubaneswar,crushaderstech.com,https://crushaderstech.com/,Inferred,10,generalist-agency cap 30 (non-binding); Tier C void: no Tier A/B corroboration,10,"Site live since 2014; 2023 capture readable, no software language",0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,Amit Prakash Nayak,Co-founder & CEO,https://www.linkedin.com/in/amit-prakash-nayak,high,"'Best Rated Digital Marketing Company in Bhubaneswar' | SEO, digital branding, AI-enabled marketing service lines | 65 generalist-agency hits versus zero CI/CD or QA | Industry breadth listed; breadth scores nothing","This is a digital marketing agency with website work attached, so the generalist-agency signature applies and there is no engineering evidence to cap."
Skip,10,LOW SCORE (10) and capped by: no careers AND no blog AND no team cap 40; Tier C void: no Tier A/B corroboration,DataQ Technology,Jaipur,dataqtec.com,https://www.dataqtec.com,Inferred,10,no careers AND no blog AND no team cap 40; Tier C void: no Tier A/B corroboration,10,Archived pre-2024 but snapshot did not mention building software,0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"Homepage claims AI software for banking, insurance, telecom | Only homepage reached; careers, blog, team all absent | No CI/CD, QA, compliance or code-review excerpts | No VCS org, no OSS packages on domain","A single product claim on a one-page site with no corroborating engineering signal, so Skip."
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Dimensions Cybertech (India) Private Limited,Thiruvananthapuram,dimensionslive.com,http://dimensionslive.com/,Inferred,10,,10,Archived pre-2024 but snapshot did not mention building software,0,,0,0,"/, team","careers, blog, about, tech-stack",,,,,,,,low,"Only homepage and team pages reached; careers and blog absent | signal_counts and evidence_excerpts both empty | No VCS org, no OSS packages on domain | Pre-2023 snapshot showed no software development content","No engineering signal of any kind and no pre-2024 software evidence, so deprioritize."
Skip,10,LOW SCORE (10) and capped by: cap-45 NOT applied: 2023 artefact exists,"Infoparks, Kerala",Ernakulam,infopark.in,https://infopark.in/,Inferred,10,cap-45 NOT applied: 2023 artefact exists,10,"Site live since 2008; 2023 capture readable, no software language",0,,0,0,"/, careers, about, team","blog, tech-stack",,,,,,,,low,"Wayback first snapshot 2008; 2023 capture readable | Government IT park operator, not a software firm | Four pages reached, zero engineering signals extracted | No VCS org, blog, CI/CD or QA evidence",A state IT-park landlord rather than a development firm; pre-2024 existence is confirmed but there is no software engineering to score.
Skip,10,LOW SCORE (10) and capped by: cap-45 NOT applied: 2023 artefact exists,Lulu Tech Park Private Limited,Kochi,lulutechpark.com,https://lulutechpark.com/,Inferred,10,cap-45 NOT applied: 2023 artefact exists,10,"Site live since 2017; 2023 capture readable, no software language",0,,0,0,"/, careers, about","blog, team, tech-stack",,,,,Yusuff Ali M.A,"Chairman & Managing Director, Lulu Group",,medium,"Wayback first snapshot 2017; 2023 capture readable | Commercial tech-park landlord, not a development firm | Homepage, careers and about reached; no engineering signals | No VCS org, blog, CI/CD or QA evidence",Real-estate operator of an IT park; pre-2024 existence is confirmed but no software is built here.
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Naviga Technology Solutions Private Limited,Gautam Buddha Nagar,navigaglobal.com,https://www.navigaglobal.com/,Inferred,10,,10,Weak: pre-2020 archive did not mention building software,0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,Scott Roessler,Chief Executive Officer,https://www.linkedin.com/in/scott-e-roessler,high,"About: platform spanning content lifecycle, ten strategic acquisitions | Blog is publishing and audience commentary, not engineering | Careers page shows US benefits copy, no engineering JD detail | No VCS org, no OSS packages on own domain","A product platform is claimed, but the site yields no code, careers or process evidence, so the platform claim stays uncorroborated."
Skip,10,"LOW SCORE (10) and capped by: cap-45 NOT applied: lookup unresolved, not absent; cap-40 lifted: team page recovered",Nextgen Screening Private Limited,Gautam Buddha Nagar,nextgenscreening.com,https://www.nextgenscreening.com/,Inferred,10,"cap-45 NOT applied: lookup unresolved, not absent; cap-40 lifted: team page recovered",10,Unresolved: 2021 capture exists but not fetchable,0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"One pre-2024 capture exists but unfetchable | Wayback first snapshot 2021 | Homepage and team reached; zero signal counts | No VCS org, blog, CI/CD or QA evidence","GOLD stays at the weak inferred level because the lookup is unresolved rather than negative, and there is no other engineering evidence on the two reachable pages."
Skip,,NOT SCORED — website unreachable (URLError),Algorithms Software Pvt Ltd,,algosoftware.com,http://www.algosoftware.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),Almamate Info Tech Pvt Ltd,,almamate.in,http://www.almamate.in,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (HTTPError),ANKO GCC (India) Private Limited,,ankogcc.com,https://ankogcc.com/,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,0,LOW SCORE (0) and capped by: no careers/blog/team cap 40; no pre-2024 evidence cap 45,Ashley Furniture India Private Limited,Chennai,ashleyfurnitureindia.com,https://ashleyfurnitureindia.com/gcc,Inferred,0,no careers/blog/team cap 40; no pre-2024 evidence cap 45,0,None - no wayback capture at all for the domain,0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,lookup_note: no wayback capture at all | Only /gcc homepage reachable; five pages absent | signal_counts and evidence_excerpts both empty | own_vcs_orgs empty; no npm packages found,Furniture GCC landing page with no archive history and no engineering content of any kind.
Skip,,NOT SCORED — website unreachable (HTTPError),ATC India Infrastructure Private Limited,,americantower.com,https://www.americantower.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,0,LOW SCORE (0) and capped by: no careers/blog/team cap 40; no pre-2024 software evidence cap 45,Bestfit Business Solutions Pvt Ltd,Mumbai,bestfitsolutions.co.in,http://www.bestfitsolutions.co.in,Inferred,0,no careers/blog/team cap 40; no pre-2024 software evidence cap 45,0,Not evidenced - pre-2024 snapshot did not mention software,0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,Only homepage reachable; five other pages absent | signal_counts empty across every family | lookup_note: archived pre-2024 but no software mention | own_vcs_orgs empty; no npm packages found,One-page brochure site with no engineering content whatsoever.
Skip,,NOT SCORED — website unreachable (HTTPError),Bits In Glass India Private Limited,,bitsinglass.com,https://bitsinglass.com/,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),Blue Yonder India Private Limited,,manu.com,http://www.manu.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),CI Global Technologies Pvt Ltd,,ciindia.com,http://www.ciindia.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),Colgate Global Business Services Pvt Ltd,,colgateinvestors.co.in,https://www.colgateinvestors.co.in/,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (HTTPError),Cummins Technologies India Private Limited,,cumminsindia.com,https://cumminsindia.com/,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (HTTPError),DeepHealth Technologies Private Limited,,deephealth.com,https://deephealth.com/,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),Diebold Nixdorf India Private Limited,,dieboldnixdorf.com,https://www.dieboldnixdorf.com/en-us,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (timeout),Eaton India Innovation Center LLP,,eaton.com,https://www.eaton.com/in/en-us.html,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),EmbarkGCC Services Private Limited,,embarkgcc.com,https://embarkgcc.com/,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),ExoGenesis Solutions Private Limited,,exogenesis.solutions.com,https://www.exogenesis.solutions.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (HTTPError),Ford Motor Pvt Ltd,,india.ford.com,http://www.india.ford.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),Gamut Infosystems Ltd,,gamutinfosystems.com,http://www.gamutinfosystems.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,0,LOW SCORE (0) and capped by: no careers/blog/team cap 40; tier GOLD cap 45,GTMVantage Technologies Private Limited,Greater Noida,gtmvantage.com,https://gtmvantage.com/,Inferred,0,no careers/blog/team cap 40; tier GOLD cap 45,0,"RED FLAG: domain first archived 2025-01-10, evidence against pre-2024 work",0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,low,"Wayback first snapshot 2025-01-10, post-2024 domain | Only homepage reachable; no careers, blog, team | signal_counts empty: no signal family detected | own_vcs_orgs empty; no npm packages on domain","Post-2024 domain with no engineering evidence at all, exactly the profile the Tier GOLD gate exists to exclude."
Skip,,NOT SCORED — website unreachable (URLError),HSBC Software Development (India) Pvt Ltd,,hsbcsoftwaredevelopment.com,http://www.hsbcsoftwaredevelopment.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,0,LOW SCORE (0) and capped by: training-centric business cap 30; no pre-2024 software evidence cap 45,iamneo Edutech Private Limited,Coimbatore,iamneo.ai,https://iamneo.ai/,Inferred,0,training-centric business cap 30; no pre-2024 software evidence cap 45,0,"Unknown: wayback lookup failed, no dated artefact",0,,0,0,"/, careers, blog, about","team, tech-stack",,,,,TP Senthil kumar,Founder and CEO,,high,"Wayback CDX lookup failed — missing evidence, not proof of newness | Homepage: NeoPAT placement SaaS, AWS Edstart (owns_product) | Seven training/placement excerpts dominate positioning (DQ_training) | Careers and blog reached; no code-review or CI content",A real SaaS product exists but the failed wayback lookup left no dated pre-2024 artefact and no Tier A/B signal to corroborate it.
Skip,0,LOW SCORE (0) and capped by: no pre-2024 software evidence cap 45,India Land Tech Park Private Limited,Coimbatore,indialand.net,https://indialand.net/,Inferred,0,no pre-2024 software evidence cap 45,0,"Pre-2024 site, no software mention",0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,Jaynit Raheja,Managing Director,https://www.linkedin.com/in/jaynit-raheja-680a6841,high,"Pre-2023 snapshot did not mention building software (wayback) | Only signal is a tenant testimonial (enterprise excerpt) | Business is tech-park real estate, not software | No VCS org or npm packages found","A commercial tech-park landlord, not an engineering firm; no software signal anywhere in the bundle."
Skip,0,LOW SCORE (0) and capped by: no pre-2024 software evidence cap 45,Intact Business Services Private Limited,Gurugram,intactinsurance.co.uk,https://www.intactinsurance.co.uk/,Inferred,0,no pre-2024 software evidence cap 45,0,"Pre-2024 site, insurer not software",0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,Ken Norgrove,Chief Executive Officer,,medium,"Domain resolves to Intact Insurance UK, an FCA-regulated insurer | 100 enterprise hits are regulatory footer boilerplate | Pre-2023 snapshot without software mention (wayback) | All six pages reached; no engineering content at all","The scraped domain is a UK insurance carrier, not the Gurugram tech entity, and shows no engineering evidence."
Skip,0,LOW SCORE (0) and capped by: no pre-2024 software evidence cap 45,IT Infrastructure Park Private Limited,Noida,crcgroup.in,https://www.crcgroup.in/,Inferred,0,no pre-2024 software evidence cap 45,0,Pre-2024 snapshot is real-estate portfolio,0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,,,,low,"Snapshot quote is a housing portfolio: 'Happy Homes', 'Sublimis' | Director bio covers leasing and growth, not engineering | Real-estate developer despite the 'IT Park' company name | No VCS org or npm packages found","The pre-2024 flag fires on a real-estate project portfolio, not software; this is a property developer."
Skip,0,LOW SCORE (0) and capped by: no pre-2024 software evidence cap 45,Jones Lang LaSalle Property Consultants (India) Private Limited,New Delhi,jll.co.in,https://www.jll.com/en-in/,Inferred,0,no pre-2024 software evidence cap 45,0,Pre-2024 snapshot is real-estate services,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,"All six pages reached, zero signal excerpts extracted | 2023 snapshot quote is tenant representation and portfolio management | Real-estate services firm, not a software vendor | No VCS org or OSS packages found","Property consultancy; the pre-2024 hit describes real-estate services, and six fetched pages produced no engineering signal."
Skip,0,LOW SCORE (0) and capped by: no pre-2024 software evidence cap 45,Kenvue Solutions India Private Limited,Bengaluru,kenvue.com,https://www.kenvue.com/,Inferred,0,no pre-2024 software evidence cap 45,0,Pre-2024 snapshot is consumer products,0,,0,0,"/, careers, about","blog, team, tech-stack",,,,,Kirk Perry,Chief Executive Officer,,medium,"2023 snapshot quote is about consumer-product safety testing | Careers copy is generic 'agile, dedicated teams' | Consumer-health company, not a software vendor | No VCS org; blog and team pages absent","Consumer-health manufacturer; the pre-2024 'product' evidence is physical goods, and no engineering signal exists."
Skip,,NOT SCORED — website unreachable (HTTPError),Meta Cognitive Technologies Private Limited,,metacognitive.co.in,https://metacognitive.co.in/web/,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),Modak Analytics LLP,,modakanalytics.com,http://www.modakanalytics.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),NetEdge Computing Global Services Pvt Ltd,,netedgecomputing.com,http://www.netedgecomputing.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),Nexval Infotech Private Limited,,nexval.com,http://www.nexval.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),Noventiq Global AI Solutions Private Limited,,g7cr.com,http://www.g7cr.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,0,"LOW SCORE (0) and capped by: Tier GOLD cap 45 (2026 first archive, RED FLAG)",Outscalepartners India Private Limited,Gurugram,outscalepartners.com,https://outscalepartners.com/,Inferred,0,"Tier GOLD cap 45 (2026 first archive, RED FLAG)",0,RED FLAG: domain first archived April 2026,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,Frank A Argenbright Jr.,Executive Chairman & Founder of the Argenbright Group,,medium,"Wayback first snapshot 20260411, lookup note flags RED FLAG | All six pages reached yet zero signal counts recorded | No own VCS org, no npm packages, no external blogs | No CI/CD, code-review, QA or product evidence anywhere",Brand-new domain with a full page set that carries no engineering signal whatsoever.
Skip,,NOT SCORED — website unreachable (URLError),ProductDossier Solutions (India) Private Limited,,productdossier.com,http://www.productdossier.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (HTTPError),PurpleLabs Search Private Limited,,purplequarter.com,https://purplequarter.com/,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (timeout),Qualifyde Technologies Private Limited,,qualifyde.com,https://qualifyde.com/,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (HTTPError),Sarvagram Solutions Private Limited,,sarvagram.com,http://www.sarvagram.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),Sopra Steria India Limited,,in.sopragroup.com,http://www.in.sopragroup.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (HTTPError),Taurusquest Global Services Pvt Ltd,,taurusquest.com,http://www.taurusquest.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (HTTPError),UBS Business Solutions (India) Private Limited,,ubs.com,http://www.ubs.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (HTTPError),Wipfli India LLP,,spiderlogic.com,http://www.spiderlogic.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),Zifo Technologies Pvt Ltd,,zifotech.com,http://www.zifotech.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,0,LOW SCORE (0) and capped by: no pre-2024 evidence cap 45,Codeguardian Tech International Private Limited,Gautam Buddha Nagar,codeguardian.ai,https://www.codeguardian.ai,Inferred,0,no pre-2024 evidence cap 45,0,RED FLAG: domain first archived 2024-03-20,0,,0,0,"/, blog","careers, about, team, tech-stack",,,,,,,,,"Wayback first snapshot 2024-03-20, after the pre-2024 cutoff | Testimonials read as placeholders: 'Jane Smith, Healthcare Solutions Inc.' | Compliance list is an audit questionnaire, not own certification | No careers, about or team page; no VCS org","Post-2024 domain with template-style testimonials and no engineering artefacts, exactly the profile the GOLD gate exists to exclude."
Skip,,NOT SCORED — website unreachable (URLError),Excelize AI Private Limited,,excelize.ai,https://excelize.ai/#,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),Freelanceteams Private Limited,,crystalpm.ai,https://www.crystalpm.ai,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,,NOT SCORED — website unreachable (URLError),Good Methods Software Solutions Pvt Ltd,,goodmethodsglobal.com,http://www.goodmethodsglobal.com,,,,,"site unreachable, not archived-checked",,,,,,,,,,,,,,,,
Skip,0,LOW SCORE (0) and capped by: Tier GOLD cap 45 (no pre-2024 evidence),QuasarCyberTech Private Limited,Nashik,quasarcybertech.com,https://quasarcybertech.com,Inferred,0,Tier GOLD cap 45 (no pre-2024 evidence),0,RED FLAG: domain first archived September 2024,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,Kishor Sonawane,Founder,https://www.linkedin.com/in/kishor-s-9405127,high,"Wayback: first snapshot 20240913, no earlier capture | Offering is pentest, CSPM and compliance audit, not software construction | ISO 27001/SOC2 named as client services, not own certification | No VCS org, no OSS, no engineering blog posts","A security-audit consultancy whose domain first appears in late 2024, which is evidence against pre-2024 build activity rather than neutral."
